InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,DayOfWeek,Hour,Date,Region
558887,21314,SMALL GLASS HEART TRINKET POT,8,2011-07-04 15:26:00,2.1,18265,United Kingdom,16.8,2011,7,Monday,15,2011-07-04,UK
572897,22467,GUMBALL COAT RACK,1,2011-10-26 14:42:00,4.96,15287,United Kingdom,4.96,2011,10,Wednesday,14,2011-10-26,UK
574738,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-11-06 16:01:00,4.95,12748,United Kingdom,14.85,2011,11,Sunday,16,2011-11-06,UK
568134,22156,HEART DECORATION WITH PEARLS ,1,2011-09-23 17:02:00,1.63,15287,United Kingdom,1.63,2011,9,Friday,17,2011-09-23,UK
540352,22342,HOME GARLAND PAINTED ZINC ,1,2011-01-06 14:27:00,1.66,15287,United Kingdom,1.66,2011,1,Thursday,14,2011-01-06,UK
539586,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",24,2010-12-20 13:08:00,1.25,14298,United Kingdom,30.0,2010,12,Monday,13,2010-12-20,UK
559525,23154,SET OF 4 JAM JAR MAGNETS,4,2011-07-10 10:30:00,2.08,16923,United Kingdom,8.32,2011,7,Sunday,10,2011-07-10,UK
545901,85199L,LARGE HANGING IVORY & RED WOOD BIRD,4,2011-03-07 17:52:00,0.65,15834,United Kingdom,2.6,2011,3,Monday,17,2011-03-07,UK
571142,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-10-14 10:21:00,1.25,14567,United Kingdom,15.0,2011,10,Friday,10,2011-10-14,UK
577544,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,2011-11-20 14:43:00,0.39,17758,United Kingdom,4.68,2011,11,Sunday,14,2011-11-20,UK
537614,22867,HAND WARMER BIRD DESIGN,18,2010-12-07 13:29:00,2.1,16904,United Kingdom,37.8,2010,12,Tuesday,13,2010-12-07,UK
559163,21755,LOVE BUILDING BLOCK WORD,1,2011-07-06 16:33:00,12.46,15287,United Kingdom,12.46,2011,7,Wednesday,16,2011-07-06,UK
572726,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-10-25 15:19:00,4.95,16056,United Kingdom,4.95,2011,10,Tuesday,15,2011-10-25,UK
544186,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,2011-02-16 15:56:00,5.79,15287,United Kingdom,5.79,2011,2,Wednesday,15,2011-02-16,UK
557570,21989,PACK OF 20 SKULL PAPER NAPKINS,4,2011-06-21 10:48:00,0.85,15998,United Kingdom,3.4,2011,6,Tuesday,10,2011-06-21,UK
548740,20725,LUNCH BAG RED RETROSPOT,10,2011-04-04 11:34:00,1.65,13319,United Kingdom,16.5,2011,4,Monday,11,2011-04-04,UK
548726,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-04-04 09:38:00,0.42,13767,United Kingdom,10.08,2011,4,Monday,9,2011-04-04,UK
540821,90177D,DROP DIAMANTE EARRINGS PURPLE,1,2011-01-11 13:16:00,2.96,15287,United Kingdom,2.96,2011,1,Tuesday,13,2011-01-11,UK
569374,22338,STAR DECORATION PAINTED ZINC ,4,2011-10-03 16:14:00,0.63,15287,United Kingdom,2.52,2011,10,Monday,16,2011-10-03,UK
549929,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-04-13 10:32:00,0.42,13740,United Kingdom,5.04,2011,4,Wednesday,10,2011-04-13,UK
556808,23112,PARISIENNE CURIO CABINET,2,2011-06-14 15:45:00,7.5,17749,United Kingdom,15.0,2011,6,Tuesday,15,2011-06-14,UK
547248,22284,HEN HOUSE DECORATION,1,2011-03-22 09:23:00,3.29,15287,United Kingdom,3.29,2011,3,Tuesday,9,2011-03-22,UK
556935,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-06-15 15:57:00,0.55,17651,United Kingdom,13.2,2011,6,Wednesday,15,2011-06-15,UK
546846,22364,GLASS JAR DIGESTIVE BISCUITS,1,2011-03-17 12:47:00,2.95,13533,United Kingdom,2.95,2011,3,Thursday,12,2011-03-17,UK
541631,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-01-20 10:48:00,0.42,12637,France,5.04,2011,1,Thursday,10,2011-01-20,Europe
565316,21790,VINTAGE SNAP CARDS,12,2011-09-02 12:52:00,0.85,15628,United Kingdom,10.2,2011,9,Friday,12,2011-09-02,UK
552514,22356,CHARLOTTE BAG PINK POLKADOT,1,2011-05-09 16:30:00,1.63,15287,United Kingdom,1.63,2011,5,Monday,16,2011-05-09,UK
576837,23583,LUNCH BAG PAISLEY PARK  ,1,2011-11-16 15:16:00,4.13,15287,United Kingdom,4.13,2011,11,Wednesday,15,2011-11-16,UK
551014,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-04-26 11:04:00,0.85,13209,United Kingdom,8.5,2011,4,Tuesday,11,2011-04-26,UK
560119,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-07-15 10:21:00,4.15,12815,Poland,24.9,2011,7,Friday,10,2011-07-15,Other
553013,85053,FRENCH ENAMEL CANDLEHOLDER,1,2011-05-12 18:19:00,2.1,15287,United Kingdom,2.1,2011,5,Thursday,18,2011-05-12,UK
578347,22723,SET OF 6 HERB TINS SKETCHBOOK,1,2011-11-24 09:26:00,8.29,15287,United Kingdom,8.29,2011,11,Thursday,9,2011-11-24,UK
552660,84519B,CARROT CHARLIE+LOLA COASTER SET,2,2011-05-10 15:03:00,5.79,15287,United Kingdom,11.58,2011,5,Tuesday,15,2011-05-10,UK
554964,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,2011-05-27 15:57:00,1.25,15867,United Kingdom,2.5,2011,5,Friday,15,2011-05-27,UK
563088,22829,SWEETHEART WIRE WALL TIDY,3,2011-08-11 16:51:00,9.95,15287,United Kingdom,29.85,2011,8,Thursday,16,2011-08-11,UK
559536,M,Manual,2,2011-07-10 12:17:00,0.85,16283,United Kingdom,1.7,2011,7,Sunday,12,2011-07-10,UK
552531,22193,RED DINER WALL CLOCK,4,2011-05-10 09:35:00,8.5,13742,United Kingdom,34.0,2011,5,Tuesday,9,2011-05-10,UK
553008,22488,NATURAL SLATE RECTANGLE CHALKBOARD,5,2011-05-12 16:52:00,1.65,17315,United Kingdom,8.25,2011,5,Thursday,16,2011-05-12,UK
537818,22650,CERAMIC PIRATE CHEST MONEY BANK,12,2010-12-08 13:53:00,1.45,12766,Portugal,17.4,2010,12,Wednesday,13,2010-12-08,Europe
541516,85087,CANDY SPOT CUSHION COVER,6,2011-01-18 17:34:00,3.29,15287,United Kingdom,19.74,2011,1,Tuesday,17,2011-01-18,UK
559505,22768,FAMILY PHOTO FRAME CORNICE,4,2011-07-08 15:16:00,9.95,16398,United Kingdom,39.8,2011,7,Friday,15,2011-07-08,UK
544642,47481,50CM METAL STRING WITH  7 CLIPS,4,2011-02-22 11:41:00,0.85,17811,United Kingdom,3.4,2011,2,Tuesday,11,2011-02-22,UK
570512,23284,DOORMAT KEEP CALM AND COME IN,10,2011-10-11 10:31:00,7.08,14952,United Kingdom,70.8,2011,10,Tuesday,10,2011-10-11,UK
578757,23312,VINTAGE CHRISTMAS GIFT SACK,2,2011-11-25 11:41:00,4.15,12748,United Kingdom,8.3,2011,11,Friday,11,2011-11-25,UK
578017,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,2011-11-22 13:07:00,4.25,13569,United Kingdom,4.25,2011,11,Tuesday,13,2011-11-22,UK
569545,23203,JUMBO BAG VINTAGE DOILY ,1,2011-10-04 16:37:00,4.13,15287,United Kingdom,4.13,2011,10,Tuesday,16,2011-10-04,UK
559319,21830,ASSORTED CREEPY CRAWLIES,24,2011-07-07 14:11:00,0.42,18013,United Kingdom,10.08,2011,7,Thursday,14,2011-07-07,UK
572858,23581,JUMBO BAG PAISLEY PARK,2,2011-10-26 12:36:00,2.08,13571,United Kingdom,4.16,2011,10,Wednesday,12,2011-10-26,UK
571372,23374,RED SPOT PAPER GIFT BAG,2,2011-10-17 11:55:00,0.82,17201,United Kingdom,1.64,2011,10,Monday,11,2011-10-17,UK
566539,22632,HAND WARMER RED RETROSPOT,6,2011-09-13 11:34:00,2.1,17228,United Kingdom,12.6,2011,9,Tuesday,11,2011-09-13,UK
538778,22863,SOAP DISH BROCANTE,3,2010-12-14 11:37:00,2.95,15287,United Kingdom,8.850000000000001,2010,12,Tuesday,11,2010-12-14,UK
555648,22951,60 CAKE CASES DOLLY GIRL DESIGN,3,2011-06-06 13:46:00,0.55,14623,United Kingdom,1.65,2011,6,Monday,13,2011-06-06,UK
565614,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2011-09-05 15:20:00,4.95,17309,United Kingdom,4.95,2011,9,Monday,15,2011-09-05,UK
562114,21179,NO JUNK MAIL METAL SIGN,4,2011-08-02 16:14:00,1.63,15287,United Kingdom,6.52,2011,8,Tuesday,16,2011-08-02,UK
570420,23399,HOME SWEET HOME HANGING HEART,6,2011-10-10 13:33:00,0.85,17841,United Kingdom,5.1,2011,10,Monday,13,2011-10-10,UK
579535,21703,BAG 125g SWIRLY MARBLES,12,2011-11-30 09:50:00,0.42,15414,United Kingdom,5.04,2011,11,Wednesday,9,2011-11-30,UK
580729,22809,SET OF 6 T-LIGHTS SANTA,1,2011-12-05 17:24:00,5.79,15287,United Kingdom,5.79,2011,12,Monday,17,2011-12-05,UK
573601,21876,POTTERING MUG,1,2011-10-31 15:24:00,3.29,15287,United Kingdom,3.29,2011,10,Monday,15,2011-10-31,UK
574331,23545,WRAP RED VINTAGE DOILY,25,2011-11-04 09:24:00,0.42,13178,United Kingdom,10.5,2011,11,Friday,9,2011-11-04,UK
558475,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,1,2011-06-29 15:58:00,2.46,15287,United Kingdom,2.46,2011,6,Wednesday,15,2011-06-29,UK
577490,22621,TRADITIONAL KNITTING NANCY,16,2011-11-20 12:11:00,1.65,16464,United Kingdom,26.4,2011,11,Sunday,12,2011-11-20,UK
560434,21944,KITTENS DESIGN FLANNEL,2,2011-07-18 15:56:00,0.83,15287,United Kingdom,1.66,2011,7,Monday,15,2011-07-18,UK
539955,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2010-12-23 12:13:00,5.06,15287,United Kingdom,5.06,2010,12,Thursday,12,2010-12-23,UK
550542,84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,1,2011-04-19 11:37:00,10.79,15287,United Kingdom,10.79,2011,4,Tuesday,11,2011-04-19,UK
565232,23028,DRAWER KNOB CRACKLE GLAZE BLUE,1,2011-09-02 09:30:00,3.29,15287,United Kingdom,3.29,2011,9,Friday,9,2011-09-02,UK
550633,22383,LUNCH BAG SUKI DESIGN ,4,2011-04-19 14:57:00,1.65,17449,United Kingdom,6.6,2011,4,Tuesday,14,2011-04-19,UK
539451,21704,BAG 250g SWIRLY MARBLES,2,2010-12-17 16:59:00,1.66,15287,United Kingdom,3.32,2010,12,Friday,16,2010-12-17,UK
571276,22077,6 RIBBONS RUSTIC CHARM,4,2011-10-16 12:30:00,1.95,14702,United Kingdom,7.8,2011,10,Sunday,12,2011-10-16,UK
546850,22675,FRENCH KITCHEN SIGN BLUE METAL,5,2011-03-17 13:20:00,1.25,13268,United Kingdom,6.25,2011,3,Thursday,13,2011-03-17,UK
550796,22962,JAM JAR WITH PINK LID,2,2011-04-20 14:38:00,0.85,17211,United Kingdom,1.7,2011,4,Wednesday,14,2011-04-20,UK
577616,82583,HOT BATHS METAL SIGN,12,2011-11-21 10:22:00,2.1,13823,United Kingdom,25.200000000000003,2011,11,Monday,10,2011-11-21,UK
559043,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-07-05 15:35:00,16.63,15287,United Kingdom,16.63,2011,7,Tuesday,15,2011-07-05,UK
564636,22689,DOORMAT MERRY CHRISTMAS RED ,2,2011-08-26 12:44:00,7.95,17146,United Kingdom,15.9,2011,8,Friday,12,2011-08-26,UK
540821,84968D,SET OF 16 VINTAGE RED CUTLERY,5,2011-01-11 13:16:00,8.47,15287,United Kingdom,42.35,2011,1,Tuesday,13,2011-01-11,UK
563771,22355,CHARLOTTE BAG SUKI DESIGN,2,2011-08-19 11:17:00,0.85,17841,United Kingdom,1.7,2011,8,Friday,11,2011-08-19,UK
581217,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2011-12-08 09:20:00,3.29,15287,United Kingdom,3.29,2011,12,Thursday,9,2011-12-08,UK
572544,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-10-24 16:34:00,1.69,16023,United Kingdom,13.52,2011,10,Monday,16,2011-10-24,UK
577228,23078,ICE CREAM PEN LIP GLOSS ,20,2011-11-18 12:07:00,1.25,12391,Cyprus,25.0,2011,11,Friday,12,2011-11-18,Europe
569683,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,2011-10-05 14:39:00,0.29,15953,United Kingdom,3.4799999999999995,2011,10,Wednesday,14,2011-10-05,UK
543000,22630,DOLLY GIRL LUNCH BOX,1,2011-02-02 12:17:00,2.46,15287,United Kingdom,2.46,2011,2,Wednesday,12,2011-02-02,UK
574659,23323,WHITE WICKER STAR ,3,2011-11-06 11:44:00,2.1,16942,United Kingdom,6.300000000000001,2011,11,Sunday,11,2011-11-06,UK
581217,20978,36 PENCILS TUBE SKULLS,3,2011-12-08 09:20:00,2.46,15287,United Kingdom,7.38,2011,12,Thursday,9,2011-12-08,UK
572911,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-10-26 16:03:00,1.69,16345,United Kingdom,1.69,2011,10,Wednesday,16,2011-10-26,UK
557473,22986,WRAP GINGHAM ROSE ,25,2011-06-20 13:28:00,0.42,17428,United Kingdom,10.5,2011,6,Monday,13,2011-06-20,UK
572553,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,2011-10-24 17:09:00,4.13,15287,United Kingdom,8.26,2011,10,Monday,17,2011-10-24,UK
558614,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2011-06-30 15:56:00,2.46,15287,United Kingdom,2.46,2011,6,Thursday,15,2011-06-30,UK
580367,90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,1,2011-12-02 16:39:00,4.15,15287,United Kingdom,4.15,2011,12,Friday,16,2011-12-02,UK
559922,22684,FRENCH BLUE METAL DOOR SIGN 9,10,2011-07-13 15:50:00,1.25,14400,United Kingdom,12.5,2011,7,Wednesday,15,2011-07-13,UK
546250,85194L,HANGING SPRING FLOWER EGG LARGE,12,2011-03-10 14:14:00,0.85,14350,United Kingdom,10.2,2011,3,Thursday,14,2011-03-10,UK
560257,23267,SET OF 4 SANTA PLACE SETTINGS,24,2011-07-17 13:25:00,1.25,13340,United Kingdom,30.0,2011,7,Sunday,13,2011-07-17,UK
569852,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,2011-10-06 14:17:00,2.89,13771,United Kingdom,34.68,2011,10,Thursday,14,2011-10-06,UK
576249,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-11-14 13:47:00,3.75,17811,United Kingdom,3.75,2011,11,Monday,13,2011-11-14,UK
557894,23163,REGENCY SUGAR TONGS,12,2011-06-23 14:13:00,2.49,14818,United Kingdom,29.880000000000003,2011,6,Thursday,14,2011-06-23,UK
565844,23551,PACK OF 12 PAISLEY PARK TISSUES ,24,2011-09-07 12:19:00,0.39,17442,United Kingdom,9.36,2011,9,Wednesday,12,2011-09-07,UK
559357,22639,SET OF 4 NAPKIN CHARMS HEARTS,1,2011-07-07 18:56:00,2.55,17107,United Kingdom,2.55,2011,7,Thursday,18,2011-07-07,UK
570404,22100,SKULLS SQUARE TISSUE BOX,1,2011-10-10 12:50:00,0.39,16395,United Kingdom,0.39,2011,10,Monday,12,2011-10-10,UK
539404,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2010-12-17 12:24:00,1.25,17315,United Kingdom,7.5,2010,12,Friday,12,2010-12-17,UK
564537,37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,2,2011-08-25 15:18:00,0.39,15550,United Kingdom,0.78,2011,8,Thursday,15,2011-08-25,UK
550471,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2011-04-18 13:52:00,5.79,15287,United Kingdom,5.79,2011,4,Monday,13,2011-04-18,UK
564727,22991,GIRAFFE WOODEN RULER,2,2011-08-28 12:31:00,1.95,16686,United Kingdom,3.9,2011,8,Sunday,12,2011-08-28,UK
578149,DOT,DOTCOM POSTAGE,1,2011-11-23 11:11:00,2275.54,15287,United Kingdom,2275.54,2011,11,Wednesday,11,2011-11-23,UK
545534,22668,PINK BABY BUNTING,5,2011-03-03 14:05:00,2.95,17652,United Kingdom,14.75,2011,3,Thursday,14,2011-03-03,UK
575486,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2011-11-09 17:07:00,1.06,14911,EIRE,38.16,2011,11,Wednesday,17,2011-11-09,Europe
556778,21682,LARGE MEDINA STAMPED METAL BOWL ,2,2011-06-14 12:41:00,4.95,16712,United Kingdom,9.9,2011,6,Tuesday,12,2011-06-14,UK
571413,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-10-17 12:33:00,6.75,13923,United Kingdom,27.0,2011,10,Monday,12,2011-10-17,UK
567156,22189,CREAM HEART CARD HOLDER,2,2011-09-16 17:05:00,3.95,14462,United Kingdom,7.9,2011,9,Friday,17,2011-09-16,UK
568531,21500,PINK POLKADOT WRAP ,25,2011-09-27 13:49:00,0.42,16713,United Kingdom,10.5,2011,9,Tuesday,13,2011-09-27,UK
551997,35971,ROSE FOLKART HEART DECORATIONS,1,2011-05-05 15:47:00,2.46,15287,United Kingdom,2.46,2011,5,Thursday,15,2011-05-05,UK
575725,23230,WRAP ALPHABET DESIGN,50,2011-11-10 18:46:00,0.42,13098,United Kingdom,21.0,2011,11,Thursday,18,2011-11-10,UK
578011,48194,DOORMAT HEARTS,2,2011-11-22 12:52:00,8.25,15150,United Kingdom,16.5,2011,11,Tuesday,12,2011-11-22,UK
580434,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,3,2011-12-04 12:17:00,0.39,17114,United Kingdom,1.17,2011,12,Sunday,12,2011-12-04,UK
555348,22193,RED DINER WALL CLOCK,1,2011-06-02 12:06:00,8.5,15184,United Kingdom,8.5,2011,6,Thursday,12,2011-06-02,UK
561667,23025,DRAWER KNOB VINTAGE GLASS BALL,6,2011-07-28 17:00:00,2.08,15287,EIRE,12.48,2011,7,Thursday,17,2011-07-28,Europe
563549,22670,FRENCH WC SIGN BLUE METAL,1,2011-08-17 12:34:00,2.46,15287,United Kingdom,2.46,2011,8,Wednesday,12,2011-08-17,UK
555499,21735,TWO DOOR CURIO CABINET,1,2011-06-03 15:31:00,12.75,15812,United Kingdom,12.75,2011,6,Friday,15,2011-06-03,UK
564221,21356,TOAST ITS - FAIRY FLOWER,1,2011-08-24 09:36:00,2.46,15287,United Kingdom,2.46,2011,8,Wednesday,9,2011-08-24,UK
577078,23100,SILVER BELLS TABLE DECORATION,1,2011-11-17 15:17:00,2.46,15287,United Kingdom,2.46,2011,11,Thursday,15,2011-11-17,UK
576828,23154,SET OF 4 JAM JAR MAGNETS,1,2011-11-16 14:36:00,2.08,15287,United Kingdom,2.08,2011,11,Wednesday,14,2011-11-16,UK
577051,22219,LOVEBIRD HANGING DECORATION WHITE ,1,2011-11-17 14:02:00,0.85,14034,United Kingdom,0.85,2011,11,Thursday,14,2011-11-17,UK
544100,21754,HOME BUILDING BLOCK WORD,3,2011-02-16 10:25:00,5.95,15002,United Kingdom,17.85,2011,2,Wednesday,10,2011-02-16,UK
541977,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,2011-01-24 14:44:00,1.95,15078,United Kingdom,19.5,2011,1,Monday,14,2011-01-24,UK
544778,21688,SILVER PLATE CANDLE BOWL SMALL,6,2011-02-23 12:03:00,2.95,14978,United Kingdom,17.700000000000003,2011,2,Wednesday,12,2011-02-23,UK
540822,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,2011-01-11 13:25:00,7.95,16042,United Kingdom,7.95,2011,1,Tuesday,13,2011-01-11,UK
568719,23084,RABBIT NIGHT LIGHT,7,2011-09-28 16:19:00,4.13,15287,United Kingdom,28.91,2011,9,Wednesday,16,2011-09-28,UK
560844,23237,SET OF 4 KNICK KNACK TINS LEAVES ,12,2011-07-21 12:28:00,3.75,14298,United Kingdom,45.0,2011,7,Thursday,12,2011-07-21,UK
557623,23287,RED VINTAGE SPOT BEAKER,8,2011-06-21 14:15:00,0.85,15498,United Kingdom,6.8,2011,6,Tuesday,14,2011-06-21,UK
556484,21500,PINK POLKADOT WRAP ,25,2011-06-12 13:17:00,0.42,16938,United Kingdom,10.5,2011,6,Sunday,13,2011-06-12,UK
569672,22659,LUNCH BOX I LOVE LONDON,1,2011-10-05 13:58:00,1.95,17841,United Kingdom,1.95,2011,10,Wednesday,13,2011-10-05,UK
572229,23375,50'S CHRISTMAS PAPER GIFT BAG,10,2011-10-21 14:23:00,0.82,14329,United Kingdom,8.2,2011,10,Friday,14,2011-10-21,UK
574700,21756,BATH BUILDING BLOCK WORD,2,2011-11-06 13:53:00,6.25,16033,United Kingdom,12.5,2011,11,Sunday,13,2011-11-06,UK
559921,20751,FUNKY WASHING UP GLOVES ASSORTED,3,2011-07-13 15:42:00,2.1,13667,United Kingdom,6.300000000000001,2011,7,Wednesday,15,2011-07-13,UK
568697,84997B,CHILDRENS CUTLERY RETROSPOT RED ,72,2011-09-28 14:57:00,3.75,16281,United Kingdom,270.0,2011,9,Wednesday,14,2011-09-28,UK
575917,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-11-11 16:57:00,4.15,13895,United Kingdom,16.6,2011,11,Friday,16,2011-11-11,UK
553996,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-05-20 11:33:00,2.95,15220,United Kingdom,17.700000000000003,2011,5,Friday,11,2011-05-20,UK
573955,23222,CHRISTMAS TREE HANGING GOLD,12,2011-11-02 10:51:00,0.83,14216,United Kingdom,9.96,2011,11,Wednesday,10,2011-11-02,UK
574020,23396,LE JARDIN BOTANIQUE CUSHION COVER,4,2011-11-02 12:15:00,3.75,14673,United Kingdom,15.0,2011,11,Wednesday,12,2011-11-02,UK
565930,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-09-08 10:32:00,1.25,12685,France,15.0,2011,9,Thursday,10,2011-09-08,Europe
579673,21156,RETROSPOT CHILDRENS APRON,2,2011-11-30 12:59:00,1.95,18283,United Kingdom,3.9,2011,11,Wednesday,12,2011-11-30,UK
564995,21811,HANGING HEART WITH BELL,3,2011-08-31 16:09:00,1.25,16780,United Kingdom,3.75,2011,8,Wednesday,16,2011-08-31,UK
554917,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-05-27 12:29:00,1.25,15104,United Kingdom,15.0,2011,5,Friday,12,2011-05-27,UK
569220,35095B,RED VICTORIAN FABRIC OVAL BOX,6,2011-10-02 13:26:00,0.42,16007,United Kingdom,2.52,2011,10,Sunday,13,2011-10-02,UK
560928,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,2011-07-22 10:00:00,1.65,14852,United Kingdom,9.9,2011,7,Friday,10,2011-07-22,UK
542895,22956,36 FOIL HEART CAKE CASES,1,2011-02-01 13:47:00,2.1,14549,United Kingdom,2.1,2011,2,Tuesday,13,2011-02-01,UK
575607,22948,METAL DECORATION NAUGHTY CHILDREN ,4,2011-11-10 12:37:00,1.66,14096,United Kingdom,6.64,2011,11,Thursday,12,2011-11-10,UK
559515,21411,GINGHAM HEART  DOORSTOP RED,1,2011-07-08 15:58:00,8.29,15287,United Kingdom,8.29,2011,7,Friday,15,2011-07-08,UK
566872,22659,LUNCH BOX I LOVE LONDON,3,2011-09-15 13:28:00,1.95,16729,United Kingdom,5.85,2011,9,Thursday,13,2011-09-15,UK
569870,23390,DOLLY GIRL MINI BACKPACK,2,2011-10-06 14:59:00,4.15,12757,Portugal,8.3,2011,10,Thursday,14,2011-10-06,Europe
579843,23199,JUMBO BAG APPLES,10,2011-11-30 16:21:00,2.08,12921,United Kingdom,20.8,2011,11,Wednesday,16,2011-11-30,UK
573579,21156,RETROSPOT CHILDRENS APRON,1,2011-10-31 14:19:00,1.95,15033,United Kingdom,1.95,2011,10,Monday,14,2011-10-31,UK
576321,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,5,2011-11-14 14:59:00,1.25,14953,United Kingdom,6.25,2011,11,Monday,14,2011-11-14,UK
573414,23413,DECORATIVE VINTAGE COFFEE  BOX,1,2011-10-30 16:15:00,4.95,16877,United Kingdom,4.95,2011,10,Sunday,16,2011-10-30,UK
575656,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-11-10 14:29:00,6.25,13319,United Kingdom,25.0,2011,11,Thursday,14,2011-11-10,UK
549831,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-04-12 13:10:00,0.55,14844,United Kingdom,13.2,2011,4,Tuesday,13,2011-04-12,UK
550968,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-04-21 16:59:00,2.95,14961,United Kingdom,17.700000000000003,2011,4,Thursday,16,2011-04-21,UK
578666,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-11-24 17:06:00,8.5,17727,United Kingdom,17.0,2011,11,Thursday,17,2011-11-24,UK
577495,23583,LUNCH BAG PAISLEY PARK  ,2,2011-11-20 12:20:00,1.65,14704,United Kingdom,3.3,2011,11,Sunday,12,2011-11-20,UK
551719,20840,FRENCH FLORAL CUSHION COVER ,1,2011-05-03 16:09:00,3.29,15287,United Kingdom,3.29,2011,5,Tuesday,16,2011-05-03,UK
540026,85163A,WHITE BAROQUE WALL CLOCK ,4,2011-01-04 13:25:00,8.47,15287,United Kingdom,33.88,2011,1,Tuesday,13,2011-01-04,UK
565156,23199,JUMBO BAG APPLES,10,2011-09-01 15:04:00,2.08,13045,United Kingdom,20.8,2011,9,Thursday,15,2011-09-01,UK
541520,20713,JUMBO BAG OWLS,10,2011-01-19 09:13:00,1.95,12422,Australia,19.5,2011,1,Wednesday,9,2011-01-19,Oceania
540702,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2011-01-11 09:58:00,5.45,13491,United Kingdom,16.35,2011,1,Tuesday,9,2011-01-11,UK
560926,22615,PACK OF 12 CIRCUS PARADE TISSUES ,1,2011-07-22 09:20:00,0.83,15287,United Kingdom,0.83,2011,7,Friday,9,2011-07-22,UK
566647,23323,WHITE WICKER STAR ,9,2011-09-14 11:21:00,2.1,18001,United Kingdom,18.9,2011,9,Wednesday,11,2011-09-14,UK
575846,23445,ICE CREAM BUBBLES,20,2011-11-11 12:07:00,0.83,17364,United Kingdom,16.599999999999998,2011,11,Friday,12,2011-11-11,UK
578308,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,2011-11-23 16:09:00,1.65,12748,United Kingdom,1.65,2011,11,Wednesday,16,2011-11-23,UK
558904,21723,ALPHABET HEARTS STICKER SHEET,4,2011-07-04 16:18:00,0.79,15287,United Kingdom,3.16,2011,7,Monday,16,2011-07-04,UK
575628,23296,SET OF 6 TEA TIME BAKING CASES,1,2011-11-10 13:31:00,1.25,12844,United Kingdom,1.25,2011,11,Thursday,13,2011-11-10,UK
570127,23241,TREASURE TIN GYMKHANA DESIGN,3,2011-10-07 13:17:00,2.08,16900,United Kingdom,6.24,2011,10,Friday,13,2011-10-07,UK
541864,37446,MINI CAKE STAND WITH HANGING CAKES,32,2011-01-23 16:17:00,1.25,13798,United Kingdom,40.0,2011,1,Sunday,16,2011-01-23,UK
559056,21401,BLUE PUDDING SPOON,24,2011-07-06 09:15:00,0.12,14645,United Kingdom,2.88,2011,7,Wednesday,9,2011-07-06,UK
